,name,gender,hometown,age,education,income,experience,period,drawdown,debt,risk,attitude
3604,Melissa Joel,2,HK,1,3,1,1,1,1,1,1,1
3605,Chester Arnold,1,Hong Kong,2,4,1,1,1,3,1,3,3
3606,Kevin Dewey,1,Shenzhen,4,2,4,5,2,2,2,2,2
3607,Bblythe,2,Tianjin,3,5,2,2,3,3,3,3,3
3608,Bart Emmie,1,Tianjin,3,2,3,3,2,2,3,2,1
3609,Sebastiane Wodehous,2,Hong Kong,3,3,3,3,2,3,3,3,1
3610,George Keats,1,HK,1,2,1,1,1,2,3,2,5
3611,Wen Lan,2,Hong Kong,4,4,4,5,3,4,4,2,4
3612,Geng Yating,1,Macao,5,5,5,3,2,3,3,3,3
3613,Viola Snow,2,Hong Kong,1,4,4,3,2,2,1,2,3
3614,Ernest Jefferson,1,Hong Kong,1,2,1,2,2,3,3,3,3
3615,Harold Fielding,1,Hong Kong,4,3,4,3,3,4,4,3,3
3616,Martina Sherwood,2,Malaysia,3,3,3,1,2,1,5,3,5
3617,Clara Ted,2,Hong Kong,3,4,4,5,4,4,2,4,4
3618,Bernice Isaiah,2,Shenzhen,3,2,4,5,3,3,3,2,3
3619,Yan Yating,2,Shenzhen,3,4,4,5,3,3,3,2,2
3620,Chad Eugene,1,Hong Kong,3,4,2,2,1,3,2,1,2
3621,Renee Aldridge,2,HK,3,2,4,5,3,3,3,2,3
3622,Clark Finn,1,Hong Kong,3,4,2,2,1,3,2,1,2
3623,Jack Kingsley,1,hk,2,3,2,4,4,4,5,5,2
3624,Julie Webster,2,Shanghai,3,4,5,3,2,2,3,2,2
3625,Abigail Julian,2,Taiwan,5,5,5,5,5,5,4,5,5
3626,Elroy Gallup,1,Beijing,3,3,3,5,2,3,3,1,3
3627,Carl Carroll,1,hk,2,3,2,1,1,1,4,1,2
3628,Lorraine Carllyle,2,Shanghai,1,3,1,1,1,2,1,2,2
3629,Lou Adam,1,Singapore,1,2,1,5,5,5,5,5,4
3630,Dunn Violet,1,Hong Kong,4,4,5,3,2,3,3,3,2
3631,Jocelyn Nora,2,Shanghai,2,3,1,1,1,2,1,1,1
3632,Long Xieren,1,India,2,2,2,4,1,2,2,1,2
3633,Cecil Michelson,1,Hong Kong,2,3,3,4,3,3,1,3,3
3634,Len Jacob,1,Heilongjiang,2,4,2,1,1,2,1,1,1
3635,Zhen Shi,2,HK,2,4,1,1,2,2,2,2,2
3636,Wang Huo,2,HK,3,3,3,1,2,1,5,3,5
3637,Thera Field,2,Hong Kong,3,4,2,2,1,3,2,1,2
3638,Kenneth Hart,1,HK,2,5,5,4,3,3,2,3,4
3639,Lee Nathaniei,2,Hong Kong,3,3,3,3,2,3,3,3,1
3640,Derrick Sandy,1,Hainan,4,5,5,1,2,3,2,3,5
3641,Fan Yating,1,Hong Kong,1,2,1,5,3,4,5,4,1
3642,Gao Yang,1,Shanxi,1,3,1,1,1,1,1,1,1
3643,Gustave Job,1,Hong Kong,2,4,1,1,1,3,1,3,3
3644,Yvonne Hornby,2,Hubei,2,3,1,1,2,2,4,2,1
3645,Zou Qiang,1,hk,3,4,2,3,2,2,5,3,1
3646,Esther Newton,2,Hong Kong,3,4,3,3,3,3,5,3,3
3647,Donna Chaucer,2,Hong Kong,3,3,3,5,4,4,2,5,3
3648,Xia Shun,2,HK,2,3,1,1,1,2,1,1,1
3649,Donald Dan,1,Hong Kong,3,4,5,1,2,3,3,3,1
3650,Wan Hui,1,Canton,3,3,4,2,2,3,3,3,3
3651,Jamie Billy,2,Hong Kong,3,3,2,5,2,2,2,1,1
3652,Ron Antonia,1,Hong Kong,2,5,5,4,3,3,2,3,4
3653,Freda MacPherson,2,Hong Kong,3,3,3,5,2,3,3,1,3
3654,Wade Elizabeth,1,Hong Kong,1,2,1,1,1,1,3,1,1
3655,Liz Moll,2,Shanxi,3,3,3,5,2,3,3,1,3
3656,Shen Hai,1,Hong Kong,2,4,1,1,2,2,2,2,2
3657,Zenobia Grey,2,South Korea,5,5,5,5,4,5,5,3,5
3658,Cora Eliot,2,Hong Kong,3,4,5,1,1,3,3,3,4
3659,Burke Elizabeth,1,Jiangsu,3,2,4,5,3,3,3,2,3
3660,Dora Alice,2,Fujian,3,3,3,1,2,1,4,1,5
3661,Truda Partridge,2,Heilongjiang,1,3,1,1,1,2,1,2,2
3662,Zebulon Maltz,1,Hong Kong,4,2,4,4,3,2,2,3,3
3663,Fitch Macaulay,1,Hong Kong,5,3,3,4,2,3,3,3,4
3664,Fan Xinyi,2,Hong Kong,3,5,5,5,4,4,3,4,5
3665,Murray Frederick,1,Hong Kong,5,5,5,5,5,5,5,5,5
3666,Qiao Chao,1,Hong Kong,2,4,1,1,1,3,1,3,3
3667,Dana Effie,2,Hong Kong,3,3,3,1,2,1,5,3,5
3668,Debby Cronin,2,Hong Kong,2,4,1,1,2,2,2,2,2
3669,Daphne Tomlinson,2,Hong Kong,2,2,2,4,1,2,2,1,2
3670,Wu Hua,1,Hong Kong,5,4,4,3,2,3,3,4,2
3671,Honey Church,2,Hong Kong,3,2,4,5,3,3,3,2,3
3672,Matthew Saroyan,1,Hong Kong,2,5,5,4,3,3,2,3,4
3673,Wang Huo,2,Hong Kong,2,3,1,2,1,1,4,2,1
3674,Cheng Dong,1,hk,3,4,5,5,5,5,1,5,4
3675,Calvin Harriman,1,HK,2,1,1,5,3,3,2,4,4
3676,Eugene Connor,1,Hong Kong,4,5,5,5,5,5,4,5,5
3677,Eunice Wheeler,2,hk,5,4,3,3,2,3,3,3,1
3678,Qian Cui,2,Hong Kong,5,3,5,5,3,3,3,3,3
3679,Kyle Ferdinand,1,Shanghai,5,5,5,5,5,5,5,5,5
3680,Simona Toby,2,Hong Kong,3,5,5,4,4,4,3,4,3
3681,Olga Maria,2,Hong Kong,4,4,3,5,3,3,3,2,2
3682,Morgan Bowman,1,Hong Kong,5,4,4,5,5,5,1,5,5
3683,Nigel Cecillia,1,hk,4,2,4,4,3,2,2,3,3
3684,Horace Barnard,1,Hong Kong,5,3,5,5,4,3,3,4,4
3685,Gloria Powell,2,Hong Kong,2,5,5,4,3,3,2,3,4
3686,Olivia Bertie,2,hk,2,4,3,1,2,3,3,3,1
3687,Duan Zan,2,Hong Kong,2,5,5,4,3,3,2,3,4
3688,Liu Wuying,2,Hong Kong,3,4,2,3,2,2,5,3,1
3689,Spring Noah,2,Hong Kong,4,2,4,5,2,2,2,2,2
3690,Tina Motley,2,Hong Kong,3,4,2,2,1,3,2,1,2
3691,Jonas Carroll,1,Hong Kong,3,3,3,5,2,3,3,1,3
3692,Gordon Moses,1,HK,5,5,5,5,5,5,5,4,4
3693,Jeremy Bird,1,Hong Kong,2,3,2,2,2,2,4,2,2
3694,Brian Hansom,1,Hong Kong,2,1,3,4,2,2,2,1,2
3695,Zhu Ming,1,Hong Kong,2,4,1,1,2,2,2,2,2
3696,Anna Rhys,2,Hong Kong,4,4,4,5,5,5,1,5,5
3697,Gale Poe,1,hk,3,5,2,2,3,3,3,3,3
3698,Lennon Nell,1,Hong Kong,3,2,3,4,3,3,3,4,2
3699,Quintina Jefferson,2,Hong Kong,1,1,1,5,4,5,2,5,5
3700,Vicky Mackintosh,2,Hong Kong,5,5,5,5,5,5,5,5,5
3701,Moore MacDonald,1,Hong Kong,3,5,5,5,4,4,3,4,5
3702,Lennon Nell,1,Hong Kong,2,4,1,1,1,3,1,3,3
3703,Archibald George,1,Hainan,5,5,5,5,5,5,5,5,5
3704,Hedy Christian,2,Canton,5,4,3,5,3,4,2,4,4
3705,Ann Grace,2,Hong Kong,3,4,4,5,4,4,2,4,4
3706,Andrea Wodehous,2,Macao,3,4,5,4,3,4,3,4,2
3707,Rita MacDonald,2,HK,2,3,3,4,2,2,2,1,1
3708,Montague Will,1,hk,1,2,1,1,1,1,3,1,1
3709,Tony Tuttle,1,Hong Kong,4,3,3,5,5,5,1,5,4
3710,Mamie Nathaniei,2,Hong Kong,3,4,2,2,1,3,2,1,2
3711,Simona Toby,2,Hong Kong,4,5,3,3,2,4,3,2,3
3712,Barlow Barton,1,Hong Kong,2,2,2,1,1,1,4,2,4
3713,Cheng Dong,1,Hong Kong,5,3,5,5,4,3,3,4,4
3714,Burnell Dickey,1,HK,5,4,4,3,2,3,3,3,4
3715,Virgil Forster,1,Hong Kong,3,3,4,3,2,3,5,4,4
3716,Pamela Ferdinand,2,Hong Kong,3,2,2,1,1,2,2,2,5
3717,Joshua Marjory,1,Shanghai,1,1,1,5,5,5,1,5,5
3718,Quan Bi,2,Hong Kong,5,3,5,5,4,3,3,4,4
3719,Bevis MacMillan,1,Hong Kong,1,2,1,1,1,1,3,1,1
3720,Julie Webster,2,Hong Kong,3,3,2,5,2,2,2,1,1
3721,Bernie Ralph,1,Hong Kong,5,5,5,5,3,4,2,4,4
3722,Stanley Ackerman(n),1,Hong Kong,2,4,1,1,2,2,2,2,2
3723,Song Yijun,1,Hong Kong,2,1,1,5,3,4,5,4,4
3724,Cheryl Field,2,Hong Kong,2,1,2,1,1,2,2,1,1
3725,Madina Helpe,2,Hong Kong,5,5,5,5,5,5,5,5,5
3726,Sophia Bernard,2,Hong Kong,2,3,2,2,2,2,4,2,2
3727,Louise Hubbard,2,Hong Kong,3,3,2,5,2,2,2,1,1
3728,Meng Xun,1,Hong Kong,5,3,3,5,3,3,3,3,2
3729,Hilda Frank,2,Shanghai,4,2,4,5,2,2,2,2,2
3730,Berton Donne,1,Taiwan,4,2,4,5,2,2,2,2,2
3731,Gu Ju,2,Hong Kong,3,2,4,5,3,3,3,2,3
3732,Emma Hope,2,Jiangsu,2,4,1,1,2,2,2,2,2
3733,Sheila Galbraith,2,Hong Kong,2,3,1,2,2,2,3,2,3
3734,Yedda Luke,2,hk,2,3,1,1,1,3,2,3,4
3735,Bess Lee,2,Hong Kong,2,3,2,2,2,2,4,2,2
3736,Cecil Aled(k),1,Hong Kong,4,5,5,5,5,5,3,5,5
3737,Zhang Guiying,2,Hong Kong,2,3,2,2,2,2,4,2,2
3738,Pamela Lancelot,2,Hong Kong,2,5,4,5,5,5,2,5,5
3739,Tan Zhi,1,Hong Kong,3,4,2,2,1,3,2,1,2
3740,Annabelle Bentham,2,Yunnan,3,3,3,1,2,1,5,3,5
3741,Leila Irving,2,Hong Kong,2,5,5,4,3,3,2,3,4
3742,Jonas Carroll,1,Hong Kong,2,4,1,1,2,2,2,2,2
3743,Cynthia Christ,2,HK,1,4,4,3,2,2,1,2,3
3744,Jia Na,2,Shanghai,1,4,4,3,2,2,1,2,3
3745,Eli Clare,1,Hong Kong,3,5,2,2,2,4,2,4,4
3746,Brandon Emily,1,Hong Kong,3,5,2,2,3,3,3,3,3
3747,Peng Lim,1,Hong Kong,3,2,4,5,3,3,3,2,3
3748,Freda MacPherson,2,guangxi,3,3,3,5,2,3,3,1,3
3749,Wilbur Julia,1,Taiwan,3,4,5,1,1,1,4,1,2
3750,Shirley Isaac,2,Hong Kong,4,4,4,5,3,4,4,2,4
3751,Song Fu,1,Anhui,4,3,5,5,4,4,4,3,4
3752,Liu Wuying,2,Indonesia,4,5,3,3,2,4,3,2,3
3753,Jonas Carroll,1,Hong Kong,3,2,3,2,2,3,3,2,2
3754,Shao Guiying,1,Hong Kong,4,2,4,5,2,2,2,2,2
3755,Deirdre Tennyson,2,Hong Kong,3,2,4,5,3,3,3,2,3
3756,Jane Mike,2,Shenzhen,3,3,3,1,2,1,5,3,5
3757,Ronald Tracy,1,Hong Kong,4,4,4,5,3,4,4,2,4
3758,Bernice Isaiah,2,Hong Kong,3,3,3,1,2,1,5,3,5
3759,Mavis Norton,2,HK,2,4,1,1,2,2,2,2,2
3760,Griselda North,2,Hunan,2,2,2,4,1,2,2,1,2
3761,Paul Eveline,1,Hong Kong,5,3,5,5,3,3,3,3,3
3762,Tracy Lizzie,1,Macao,1,2,1,1,1,1,3,1,1
3763,Tian Yan,1,Hong Kong,3,3,3,1,2,1,5,3,5
3764,Aubrey Taylor,1,Hong Kong,5,4,4,4,3,4,2,4,1
3765,Jill Timothy,2,Philippines,3,4,4,5,4,4,2,4,4
3766,Jean Agnes,2,Guangdong,1,2,1,1,1,1,3,1,1
3767,Beverly Flower,2,Hong Kong,3,5,2,2,3,3,3,3,3
3768,Harry Bacon,1,HK,1,1,1,5,4,5,2,5,3
3769,Abner Hughes,1,Hong Kong,3,5,2,2,2,4,2,4,4
3770,Wang Huo,2,Hong Kong,3,4,4,5,4,4,2,4,4
3771,Oliver Bess,1,Hong Kong,2,2,2,1,1,1,4,2,4
3772,Ira Leonard,1,Hong Kong,5,3,5,5,3,3,3,3,3
3773,Barton Veblen,1,Hong Kong,5,3,5,5,3,3,3,3,3
3774,Evan Lincoln,1,Shanghai,2,1,2,1,1,2,2,1,1
3775,Sabrina Gold,2,Zhejiang,2,5,5,4,3,3,2,3,4
3776,Marjorie Smith,2,Jiangsu,5,3,2,1,1,1,4,1,3
3777,Rachel Peter,2,Hong Kong,1,3,1,1,1,2,1,2,2
3778,Nelson Catharine,1,Hong Kong,5,5,5,5,5,5,5,5,5
3779,Goya Kiyomori,1,Hong Kong,3,5,5,5,4,4,3,4,5
3780,Gao Yijun,1,Hong Kong,2,4,1,1,1,3,1,3,3
3781,Alger Hardy,1,Chinese mainland,5,4,5,5,5,4,4,5,5
3782,Miriam Anderson,2,Hong Kong,2,4,3,4,3,4,2,4,5
3783,Qian Guanyu,1,Hong Kong,2,3,3,4,3,3,1,3,3
3784,Salome Lou(ie),2,Hubei,5,4,3,3,2,2,3,2,4
3785,Bart Emmie,1,Hong Kong,3,2,4,5,3,3,3,2,3
3786,Borg Cook,1,Hong Kong,2,5,5,4,3,3,2,3,4
3787,Glenn Jim,1,Hong Kong,3,3,4,4,3,4,5,4,4
3788,Long Xieren,1,Hong Kong,3,4,4,5,4,4,2,4,4
3789,Benno Straube,1,Hong Kong,2,2,1,4,1,1,1,1,1
3790,Julia Carrie,2,Hong Kong,3,4,2,2,1,3,2,1,2
3791,Mona Harriman,2,Hong Kong,3,4,2,2,1,3,2,1,2
3792,Kerr Kelsen,1,Shenzhen,1,2,1,5,3,4,2,4,3
3793,Bradley Roosevelt,1,Hong Kong,5,3,3,4,3,2,4,2,1
3794,Liz Craigie,2,Hong Kong,5,3,2,1,1,1,5,1,1
3795,Freda Peggy,2,Hong Kong,3,4,4,5,4,4,2,4,4
3796,Jerry Buckle,1,Hong Kong,5,3,5,5,4,3,3,4,4
3797,Huo Luoyang,2,Hong Kong,5,5,5,5,5,5,5,5,5
3798,Prima Joel,2,Hong Kong,2,2,2,4,1,2,2,1,2
3799,Xanthe Smedley,2,Hong Kong,5,2,1,3,2,3,2,3,4
3800,Alger Hardy,1,hk,2,1,2,1,1,2,2,1,1
3801,Hou Fang,2,Hong Kong,3,3,3,1,2,1,5,3,5
3802,Thomas Reed,1,Taiwan,2,3,2,4,3,4,2,4,2
3803,Julian Rosalind,1,Hong Kong,1,2,1,5,3,4,2,4,4
3804,Xun Bao,1,Sichuan,3,4,4,5,4,4,2,4,4
3805,Du Shufen,2,HK,5,3,2,4,3,4,2,4,3
3806,Susan Stone,2,Hong Kong,2,3,1,1,1,2,1,1,1
3807,Shi Liuxian,1,Hong Kong,1,2,1,1,1,1,1,1,1
3808,Novia Alcott,2,Hong Kong,3,4,5,3,2,2,3,2,1
3809,Eileen Robeson,2,Hong Kong,3,4,5,1,1,3,5,3,4
3810,Lyndon Ward,1,Thailand,5,5,5,5,5,5,5,5,5
3811,Reyhan Sabri,2,Philippines,3,5,2,2,3,3,3,3,3
3812,Xiang Bai,1,Hong Kong,2,1,3,4,2,2,2,1,2
3813,Ophelia Hoover,2,Hong Kong,2,5,4,5,5,5,5,5,5
3814,Guy Nichol(s),1,hk,2,1,1,5,5,5,5,5,5
3815,Hogan Ellis,1,hk,3,3,4,1,2,3,3,3,1
3816,Marina Goldsmith,2,Hong Kong,1,4,4,3,2,2,1,2,3
3817,Lu Liang,1,Beijing,3,5,5,5,4,4,3,4,5
3818,Du Shufen,2,Hong Kong,4,4,4,3,2,3,3,3,2
3819,Qiao Mei,2,Hong Kong,2,5,5,4,3,3,2,3,4
3820,Eileen Robeson,2,Japan,4,4,4,2,3,2,5,4,5
3821,Agnes Petty,2,shenzhen,2,3,2,2,2,2,4,2,2
3822,Robin Kelvin,1,Hong Kong,3,4,3,3,3,3,5,3,3
3823,Eve Obadiah,2,Hong Kong,3,3,2,5,2,2,2,1,1
3824,Xia Xinyue,2,Guangdong,4,5,3,4,3,3,5,4,2
3825,Rosemary Malan,2,Hong Kong,5,5,5,5,5,5,5,5,5
3826,Richard Lew,1,HK,4,3,5,5,4,4,4,3,4
3827,Nelly Wilhelmina,2,Sichuan,3,3,3,5,5,5,1,5,5
3828,Madeline Back,2,Shenzhen,3,5,5,5,4,4,3,4,5
3829,Elsie Wells,2,Hong Kong,3,2,4,5,3,3,3,2,3
3830,Norma Robin,2,Malaysia,3,5,2,2,3,3,3,3,3
3831,Zhuan Xiang,2,Hong Kong,2,4,1,1,1,3,1,3,3
3832,Dora Clare,2,Shanghai,3,3,3,1,2,1,5,3,5
3833,Hamiltion Benjamin,1,Hong Kong,3,4,3,3,3,3,5,3,3
3834,Jeff Julius,1,Hong Kong,3,4,2,2,1,3,2,1,2
3835,Cao Shuren,1,Hong Kong,4,2,4,5,2,2,2,2,2
3836,Joan Hodge,2,Hong Kong,4,4,4,4,4,4,4,4,4
3837,Huang Cheng,2,Hong Kong,3,4,5,5,3,3,3,4,4
3838,Ethel Augustine,2,guangxi,3,4,2,3,2,2,5,3,1
3839,Joanne Defoe,2,Hong Kong,5,5,5,5,5,5,5,5,5
3840,Suzanne Motley,2,Hong Kong,3,3,3,2,2,3,3,3,1
3841,Senri Ayame,2,Canada,2,4,2,1,1,2,1,1,1
3842,Nicola Nixon,2,Hong Kong,4,4,3,5,3,3,3,2,2
3843,Harold Dewar,1,Taiwan,1,2,2,3,1,1,1,1,1
3844,Zeng Chao,2,Hong Kong,2,4,1,1,2,2,2,2,2
3845,Ryan Terry,1,Hong Kong,4,5,3,4,3,3,5,4,2
3846,Hedda Lowell,2,Chongqing,3,3,3,1,2,1,5,3,5
3847,Antonia Jeames,2,England,3,5,3,2,2,3,2,2,2
3848,Kama Joule,2,Vietnam,2,4,3,1,1,1,5,1,3
3849,Li Yu,2,Fujian,3,4,5,3,2,3,3,3,2
3850,Nina McCarthy,2,Hong Kong,3,3,3,1,2,1,5,3,5
3851,Dylan Oscar,1,India,5,4,5,5,5,4,4,5,5
3852,Natalie Dutt,2,Hong Kong,3,4,5,4,4,4,3,5,2
3853,Rupert Hume,1,hk,3,4,5,5,3,4,2,4,4
3854,Truman Raleign,1,Macao,3,2,4,5,3,3,3,2,3
3855,Jacqueline Walker,2,Hong Kong,4,3,3,3,2,3,3,3,3
3856,Hedy Katharine,2,Hong Kong,3,3,3,5,2,3,3,1,3
3857,Wanda Babbitt,2,Taiwan,2,5,5,4,3,3,2,3,4
3858,Lin Da,2,Hong Kong,2,4,3,2,2,2,3,2,2
3859,Nora Jennings,2,Hong Kong,3,4,2,3,2,2,5,3,1
3860,Dylan Oscar,1,Hong Kong,3,4,5,1,2,2,4,2,1
3861,Hedda Beerbohm,2,Hong Kong,5,3,2,1,1,1,5,1,3
3862,Yu Xia,2,Hong Kong,3,3,3,5,3,3,5,4,5
3863,Kong Cai,1,Hong Kong,1,2,1,1,1,1,1,1,1
3864,Renee Boswell,2,Hong Kong,5,3,5,5,4,3,3,4,4
3865,Zhong Xun,1,Hong Kong,1,1,1,3,2,2,3,2,1
3866,Sabrina Tate,2,hk,2,4,1,1,1,3,1,3,3
3867,Pandora Parker,2,Taiwan,4,4,4,3,2,3,3,3,4
3868,Deirdre Tennyson,2,Hong Kong,5,3,5,5,4,3,3,4,4
3869,Shen Zheng,2,Hong Kong,3,4,2,3,2,2,5,3,1
3870,Su Wei,1,Hong Kong,5,5,5,5,5,5,5,5,5
3871,Martina Sherwood,2,Taiwan,3,5,5,5,4,4,3,4,5
3872,Christine Sidney,2,Hong Kong,2,3,1,4,3,3,3,3,2
3873,Evelyn Sonmerfield,2,Hong Kong,1,4,4,3,2,2,1,2,3
3874,Lang Jia,1,Hong Kong,1,2,1,1,1,1,3,1,1
3875,Bruce Church,1,Shandong,3,5,5,5,4,4,3,4,5
3876,Humphrey Polly,1,Hong Kong,3,4,2,3,2,2,5,3,1
3877,Pete Grey,1,HK,4,4,4,2,3,2,5,4,5
3878,Brandon Emily,1,Hong Kong,5,4,4,4,3,2,4,2,1
3879,Tiffany Freeman,1,England,2,3,1,2,1,1,4,2,1
3880,Stephanie Cumberland,2,Macao,1,3,1,1,1,2,1,2,2
3881,Madge Marner,2,Hong Kong,4,5,5,5,4,4,4,3,3
3882,Doris Robbins,2,Hong Kong,3,3,3,1,2,1,5,3,5
3883,Luo Tian,1,HK,3,3,4,1,1,1,4,1,4
3884,Antony Nancy,1,Jiangsu,1,3,1,1,1,2,1,2,2
3885,Joanne Jenkin(s),2,Hong Kong,2,4,1,1,1,3,1,3,3
3886,Spring Noah,2,Hong Kong,5,3,5,5,3,3,3,3,3
3887,Jennifer Alfred,2,Chongqing,3,4,2,3,2,2,5,3,1
3888,Maxine Stella,2,Taiwan,2,1,3,4,2,2,2,1,2
3889,Chloe Minnie,2,Hong Kong,2,4,3,1,1,2,3,2,3
3890,Joyce Hamilton,2,Hong Kong,3,4,5,3,2,3,5,3,2
3891,Wen Yan,1,Hong Kong,4,4,4,5,3,4,4,2,4
3892,Venus Dalton,2,HK,3,4,4,5,4,4,2,4,4
3893,Clark Finn,1,Jiangsu,3,4,4,5,3,3,3,2,2
3894,Yang Yazhu,2,Taiwan,3,4,4,5,4,4,2,4,4
3895,Fanny Orlando,2,Hong Kong,3,4,5,5,4,4,3,5,3
3896,Nelson Catharine,1,Hong Kong,3,4,2,3,2,2,5,3,1
3897,Bess Lincoln,2,HK,2,2,1,1,1,1,5,1,1
3898,Darlene Daniell,2,hk,5,2,1,5,4,5,2,5,4
3899,Du Huan,1,Hong Kong,4,5,3,4,3,3,5,4,2
3900,Ellis Howard,1,HK,2,4,1,1,2,2,2,2,2
3901,Fang Xuefeng,2,hk,2,2,1,4,1,1,1,1,1
3902,Adam Carrie,1,HK,2,2,2,1,1,1,4,2,4
3903,Maggie Nahum,2,Hebei,2,2,2,4,1,2,2,1,2
3904,Elizabeth Guy,2,Hong Kong,2,4,2,1,1,2,1,1,1
3905,Pearl Electra,2,Beijing,2,3,2,2,2,2,4,2,2
3906,Egbert Lyly,1,Hong Kong,4,2,4,4,3,2,2,3,3
3907,Pag Haydn,2,Hong Kong,2,4,1,1,2,2,2,2,2
3908,Greg Pitman,1,Hong Kong,4,4,3,5,3,3,3,2,2
3909,Mona Harriman,2,India,3,3,3,4,3,4,2,4,4
3910,Diana Hope,2,Malaysia,1,3,1,1,1,2,1,2,2
3911,Walker Jack,1,hk,2,1,3,4,2,2,2,1,2
3912,Deirdre Lindberg(h),2,Shanghai,5,5,5,5,5,5,5,5,5
3913,Josephine Hugh,2,Guangdong,2,2,2,1,1,1,4,2,4
3914,Zenobia Grey,2,Hong Kong,2,1,3,4,2,2,2,1,2
3915,Valerie Scripps,2,Jiangsu,3,3,3,2,2,3,3,3,5
3916,Deborah Vaughan,2,Heilongjiang,2,3,1,2,1,1,4,2,1
3917,Barton Dryden,1,Hong Kong,5,4,4,1,2,1,4,1,1
3918,Madina Helpe,2,Shenzhen,5,3,2,1,1,2,4,2,2
3919,Verne Bessie,1,Hong Kong,3,4,2,3,2,2,5,3,1
3920,Jessica Hawthorne,2,Hong Kong,4,5,3,3,2,4,3,2,3
3921,Bertha Pullman,2,Jiangsu,4,3,5,5,4,4,4,3,4
3922,Jacqueline Swinburne,2,South Korea,4,4,4,2,3,2,5,4,5
3923,Bertha Pullman,2,Hong Kong,3,4,4,5,4,4,2,4,4
3924,Setlla Scott,2,Hong Kong,4,2,4,5,2,2,2,2,2
3925,Don Jonathan,1,Hong Kong,2,3,2,2,2,2,4,2,2
3926,Sun Su,1,Hong Kong,1,3,1,1,1,1,1,1,1
3927,Moira Nathaniei,2,Hong Kong,2,4,1,1,2,2,2,2,2
3928,Hiram Howard,1,Shenzhen,5,3,5,5,4,3,3,4,4
3929,Martin Cotton,1,Hong Kong,3,3,3,1,2,1,5,3,5
3930,Mick Henrietta,1,Hong Kong,3,5,2,2,3,3,3,3,3
3931,Dawn Noel,2,Hong Kong,4,3,3,1,2,3,5,3,1
3932,Webster Electra,1,Hong Kong,3,3,2,5,2,2,2,1,1
3933,Modesty Green,2,HK,2,5,4,1,1,2,5,2,1
3934,Cecilia Huggins,2,Hong Kong,3,3,2,5,2,2,2,1,1
3935,Earl Morgan,1,Hong Kong,3,3,3,5,2,3,3,1,3
3936,Mawatari Juzaburo,1,hk,5,3,5,5,4,3,3,4,4
3937,Pan Zhenya,1,HK,1,3,1,1,1,2,1,2,2
3938,Harriet Kitto,2,Jiangsu,2,5,5,4,3,3,2,3,4
3939,Myron Elinor,1,HK,2,2,1,4,1,1,1,1,1
3940,Suzanne Motley,2,HK,5,3,5,5,4,3,3,4,4
3941,Michell Silas,1,Guangdong,4,5,5,5,4,4,4,3,3
3942,Lucien James,1,Jiangsu,2,3,3,4,2,2,2,1,1
3943,Fang Xinyi,1,Malaysia,2,2,2,4,1,2,2,1,2
3944,Ben Winifred,1,Hong Kong,1,3,1,1,1,2,1,2,2
3945,Zeng Chao,2,Hong Kong,2,2,1,4,1,1,1,1,1
3946,Jerome Macadam,1,Hong Kong,3,4,2,2,1,3,2,1,2
3947,Gladys Giles,2,Hong Kong,3,2,4,5,3,3,3,2,3
3948,Hyman Stuart,1,Hong Kong,3,4,5,4,3,3,3,3,4
3949,Xing Li,2,Hong Kong,4,4,4,2,2,3,3,3,1
3950,Carl Harold,1,Shanxi,1,1,1,4,2,3,5,3,3
3951,Chen Xinyue,2,Hong Kong,2,5,4,2,2,3,3,3,3
3952,Xuan Wuhan,1,Hong Kong,4,3,4,3,3,4,4,3,3
3953,Ishikura Kuri,1,Hong Kong,5,4,4,5,5,5,5,5,3
3954,Corey Baldwin,1,Hong Kong,4,2,4,5,2,2,2,2,2
3955,Ursula Wilson,2,Hong Kong,3,4,2,3,2,2,5,3,1
3956,Bess Lee,2,hk,4,3,3,1,2,2,4,2,1
3957,Angela Ramsden,2,Hong Kong,2,4,1,1,1,3,1,3,3
3958,Wayne Walsh,1,Hong Kong,5,3,3,5,4,5,5,5,4
3959,Xue Dai,2,Hong Kong,5,5,5,5,5,5,5,5,5
3960,Kirk House,1,Hong Kong,3,5,5,5,4,4,3,4,5
3961,Murray Frederick,1,Hong Kong,2,4,1,1,1,3,1,3,3
3962,Cecilia Pater,2,hk,3,3,3,1,2,1,5,3,5
3963,Osborn Carl,1,Hong Kong,1,4,4,3,2,2,1,2,3
3964,Ben Clara,1,Fujian,2,1,3,4,2,2,2,1,2
3965,Xu Qiu,2,Hong Kong,5,5,5,5,5,5,5,5,5
3966,Lei Yimu,1,Hong Kong,1,2,1,1,1,1,3,1,1
3967,Yale Nora,1,Hong Kong,2,3,3,4,3,3,1,3,3
3968,Wendell Emerson,1,Hong Kong,2,2,1,4,2,3,5,3,4
3969,Enoch Larkin,1,Myanmar,2,3,1,1,1,2,1,1,1
3970,Omar Boyle,1,Hong Kong,4,2,4,5,2,2,2,2,2
3971,Larry Judd,1,Hong Kong,3,4,5,4,4,4,3,5,2
3972,Cara Bird,2,Hainan,3,3,3,1,2,1,5,3,5
3973,Hayden Leonard,1,Hong Kong,3,3,3,1,2,1,5,3,5
3974,Lang Lin,2,Hong Kong,4,2,4,4,3,2,2,3,3
3975,Earl Rutherford,1,HK,3,2,3,2,2,3,3,2,2
